Lead ID,Location,College,Year of Study,Program Interest,Lead Source,Converted
LD8841,Bangalore,ABC Institute,4th,Electric Vehicle,Instagram,0
LD8842,Delhi,LMN College,4th,Electric Vehicle,Google Form,1
LD8843,Bangalore,XYZ University,1st,AI,LinkedIn,0
LD8844,Ahmedabad,XYZ University,3rd,Robotics,Whatsapp,1
LD8845,Bangalore,XYZ University,3rd,Electric Vehicle,College Collaboration,0
LD8846,Delhi,PQR University,1st,Electric Vehicle,Mass-Mailing,1
LD8847,Delhi,PQR University,2nd,Robotics,Mass-Mailing,1
LD8848,Delhi,ABC Institute,4th,AI,LinkedIn,0
LD8849,Ahmedabad,LMN College,1st,Robotics,Instagram,0
LD8850,Mumbai,ABC Institute,3rd,AI,LinkedIn,0
LD8851,Surat,PQR University,3rd,Robotics,Mass-Mailing,1
LD8852,Ahmedabad,ABC Institute,4th,Electric Vehicle,Whatsapp,0
LD8853,Mumbai,ABC Institute,1st,Data Science,Mass-Mailing,0
LD8854,Mumbai,XYZ University,4th,Robotics,Instagram,0
LD8855,Bangalore,ABC Institute,3rd,Robotics,LinkedIn,0
LD8856,Ahmedabad,LMN College,4th,Data Science,Google Form,0
LD8857,Mumbai,PQR University,2nd,Robotics,College Collaboration,0
LD8858,Mumbai,LMN College,3rd,Data Science,Google Form,0
LD8859,Delhi,ABC Institute,1st,Data Science,LinkedIn,0
LD8860,Bangalore,ABC Institute,1st,AI,Instagram,0
LD8861,Mumbai,XYZ University,1st,Robotics,College Collaboration,0
LD8862,Delhi,LMN College,3rd,AI,Google Form,1
LD8863,Delhi,LMN College,2nd,Robotics,Mass-Mailing,1
LD8864,Surat,PQR University,3rd,Electric Vehicle,LinkedIn,0
LD8865,Ahmedabad,LMN College,2nd,AI,LinkedIn,0
LD8866,Ahmedabad,XYZ University,2nd,Electric Vehicle,Google Form,0
LD8867,Surat,LMN College,3rd,Data Science,Whatsapp,0
LD8868,Mumbai,ABC Institute,2nd,AI,Instagram,0
LD8869,Delhi,PQR University,3rd,Electric Vehicle,Mass-Mailing,0
LD8870,Surat,ABC Institute,2nd,Data Science,Google Form,0
LD8871,Ahmedabad,XYZ University,3rd,AI,LinkedIn,1
LD8872,Ahmedabad,PQR University,1st,AI,Mass-Mailing,0
LD8873,Bangalore,LMN College,3rd,Electric Vehicle,Mass-Mailing,0
LD8874,Ahmedabad,ABC Institute,4th,Electric Vehicle,LinkedIn,0
LD8875,Delhi,LMN College,2nd,Electric Vehicle,College Collaboration,1
LD8876,Delhi,ABC Institute,3rd,Robotics,Mass-Mailing,0
LD8877,Mumbai,PQR University,1st,Robotics,LinkedIn,0
LD8878,Bangalore,ABC Institute,4th,Electric Vehicle,Whatsapp,0
LD8879,Delhi,ABC Institute,4th,Electric Vehicle,Whatsapp,0
LD8880,Delhi,ABC Institute,2nd,Data Science,Mass-Mailing,0
LD8881,Bangalore,LMN College,1st,Electric Vehicle,Mass-Mailing,0
LD8882,Surat,PQR University,1st,Robotics,Google Form,0
LD8883,Mumbai,ABC Institute,3rd,AI,College Collaboration,0
LD8884,Surat,PQR University,3rd,Data Science,Instagram,0
LD8885,Bangalore,XYZ University,2nd,AI,Whatsapp,1
LD8886,Surat,ABC Institute,1st,Data Science,LinkedIn,0
LD8887,Bangalore,PQR University,2nd,Electric Vehicle,Google Form,1
LD8888,Surat,PQR University,3rd,AI,LinkedIn,0
LD8889,Delhi,XYZ University,2nd,Robotics,Whatsapp,0
LD8890,Delhi,LMN College,4th,AI,Whatsapp,0
LD8891,Surat,XYZ University,2nd,Data Science,LinkedIn,0
LD8892,Bangalore,ABC Institute,1st,Electric Vehicle,Mass-Mailing,1
LD8893,Bangalore,LMN College,4th,Robotics,Whatsapp,1
LD8894,Surat,XYZ University,4th,Data Science,LinkedIn,0
LD8895,Delhi,PQR University,2nd,AI,Instagram,0
LD8896,Mumbai,ABC Institute,1st,Data Science,College Collaboration,0
LD8897,Surat,PQR University,1st,Data Science,College Collaboration,0
LD8898,Delhi,PQR University,3rd,AI,Whatsapp,0
LD8899,Bangalore,ABC Institute,3rd,Robotics,Instagram,0
LD8900,Surat,ABC Institute,4th,Robotics,Whatsapp,1
LD8901,Ahmedabad,PQR University,1st,Electric Vehicle,College Collaboration,0
LD8902,Surat,ABC Institute,2nd,AI,Instagram,1
LD8903,Delhi,ABC Institute,1st,Electric Vehicle,Instagram,1
LD8904,Mumbai,LMN College,3rd,Data Science,Whatsapp,1
LD8905,Delhi,XYZ University,1st,Data Science,Whatsapp,0
LD8906,Mumbai,XYZ University,2nd,Data Science,College Collaboration,0
LD8907,Bangalore,LMN College,4th,Electric Vehicle,Google Form,0
LD8908,Bangalore,ABC Institute,2nd,Robotics,Whatsapp,0
LD8909,Delhi,ABC Institute,3rd,AI,Google Form,0
LD8910,Mumbai,ABC Institute,1st,Electric Vehicle,LinkedIn,1
LD8911,Surat,LMN College,4th,Robotics,Whatsapp,1
LD8912,Ahmedabad,ABC Institute,3rd,Data Science,Whatsapp,1
LD8913,Bangalore,XYZ University,1st,Robotics,Mass-Mailing,1
LD8914,Bangalore,LMN College,2nd,Electric Vehicle,LinkedIn,0
LD8915,Mumbai,XYZ University,2nd,Electric Vehicle,Google Form,0
LD8916,Surat,XYZ University,4th,AI,Google Form,0
LD8917,Mumbai,PQR University,2nd,AI,Instagram,0
LD8918,Mumbai,PQR University,2nd,AI,LinkedIn,1
LD8919,Delhi,ABC Institute,3rd,AI,Google Form,0
LD8920,Bangalore,PQR University,4th,Robotics,Mass-Mailing,0
LD8921,Bangalore,ABC Institute,1st,Data Science,Google Form,0
LD8922,Bangalore,XYZ University,4th,Robotics,College Collaboration,0
LD8923,Delhi,XYZ University,4th,Data Science,College Collaboration,0
LD8924,Delhi,ABC Institute,2nd,Robotics,College Collaboration,1
LD8925,Mumbai,XYZ University,2nd,AI,Instagram,0
LD8926,Surat,LMN College,4th,Electric Vehicle,Instagram,0
LD8927,Mumbai,ABC Institute,1st,AI,Instagram,0
LD8928,Ahmedabad,PQR University,4th,AI,LinkedIn,0
LD8929,Bangalore,ABC Institute,3rd,Robotics,Mass-Mailing,0
LD8930,Delhi,PQR University,1st,Data Science,Mass-Mailing,1
LD8931,Bangalore,XYZ University,2nd,Electric Vehicle,Mass-Mailing,0
LD8932,Mumbai,XYZ University,3rd,AI,LinkedIn,0
LD8933,Ahmedabad,PQR University,4th,Robotics,Mass-Mailing,0
LD8934,Mumbai,XYZ University,3rd,Data Science,Mass-Mailing,0
LD8935,Ahmedabad,LMN College,3rd,Robotics,Mass-Mailing,0
LD8936,Surat,XYZ University,4th,Electric Vehicle,Google Form,0
LD8937,Bangalore,LMN College,2nd,Electric Vehicle,Mass-Mailing,0
LD8938,Surat,XYZ University,3rd,Data Science,Google Form,1
LD8939,Mumbai,LMN College,1st,Electric Vehicle,LinkedIn,0
LD8940,Ahmedabad,ABC Institute,4th,Electric Vehicle,Google Form,0
LD8941,Delhi,XYZ University,3rd,AI,Mass-Mailing,0
LD8942,Bangalore,XYZ University,2nd,Data Science,LinkedIn,0
LD8943,Bangalore,PQR University,1st,Robotics,Instagram,1
LD8944,Surat,XYZ University,4th,AI,Instagram,1
LD8945,Bangalore,XYZ University,1st,Electric Vehicle,Mass-Mailing,0
LD8946,Bangalore,XYZ University,2nd,AI,Mass-Mailing,1
LD8947,Delhi,LMN College,3rd,Electric Vehicle,LinkedIn,1
LD8948,Mumbai,PQR University,4th,Robotics,Google Form,1
LD8949,Ahmedabad,PQR University,3rd,AI,Google Form,0
LD8950,Ahmedabad,PQR University,2nd,Robotics,Google Form,0
LD8951,Ahmedabad,XYZ University,2nd,AI,Google Form,0
LD8952,Surat,PQR University,3rd,Robotics,Instagram,1
LD8953,Ahmedabad,PQR University,3rd,Electric Vehicle,Whatsapp,0
LD8954,Delhi,LMN College,1st,Electric Vehicle,LinkedIn,0
LD8955,Bangalore,XYZ University,4th,AI,Whatsapp,0
LD8956,Ahmedabad,LMN College,4th,Data Science,Instagram,0
LD8957,Ahmedabad,PQR University,2nd,AI,Google Form,0
LD8958,Mumbai,LMN College,3rd,AI,Instagram,1
LD8959,Ahmedabad,LMN College,4th,Electric Vehicle,Google Form,0
LD8960,Surat,XYZ University,4th,Data Science,Whatsapp,1
LD8961,Bangalore,ABC Institute,1st,Data Science,LinkedIn,0
LD8962,Mumbai,PQR University,4th,Robotics,College Collaboration,0
LD8963,Ahmedabad,XYZ University,1st,Data Science,Whatsapp,0
LD8964,Ahmedabad,LMN College,1st,Electric Vehicle,Mass-Mailing,0
LD8965,Ahmedabad,LMN College,1st,AI,LinkedIn,0
LD8966,Bangalore,XYZ University,3rd,Robotics,LinkedIn,0
LD8967,Delhi,PQR University,3rd,AI,Whatsapp,0
LD8968,Delhi,PQR University,3rd,AI,LinkedIn,1
LD8969,Ahmedabad,LMN College,2nd,AI,Instagram,0
LD8970,Bangalore,LMN College,2nd,Data Science,College Collaboration,0
LD8971,Surat,LMN College,2nd,Robotics,Whatsapp,0
LD8972,Delhi,LMN College,4th,Data Science,Whatsapp,0
LD8973,Mumbai,ABC Institute,2nd,AI,College Collaboration,0
LD8974,Bangalore,ABC Institute,2nd,AI,Google Form,0
LD8975,Bangalore,ABC Institute,2nd,Electric Vehicle,Whatsapp,0
LD8976,Bangalore,LMN College,2nd,AI,College Collaboration,0
LD8977,Bangalore,LMN College,1st,AI,Google Form,0
LD8978,Bangalore,PQR University,4th,Data Science,Google Form,1
LD8979,Mumbai,LMN College,1st,Electric Vehicle,Instagram,0
LD8980,Delhi,LMN College,3rd,AI,LinkedIn,0
LD8981,Delhi,PQR University,1st,Data Science,Whatsapp,1
LD8982,Mumbai,PQR University,1st,Electric Vehicle,Whatsapp,0
LD8983,Mumbai,ABC Institute,1st,Robotics,College Collaboration,0
LD8984,Delhi,ABC Institute,3rd,AI,Google Form,0
LD8985,Delhi,XYZ University,1st,Electric Vehicle,College Collaboration,0
LD8986,Mumbai,PQR University,3rd,Data Science,LinkedIn,0
LD8987,Mumbai,PQR University,4th,Electric Vehicle,LinkedIn,0
LD8988,Surat,XYZ University,4th,Data Science,Google Form,1
LD8989,Mumbai,LMN College,2nd,Electric Vehicle,Google Form,1
LD8990,Delhi,LMN College,3rd,Electric Vehicle,LinkedIn,0
LD8991,Surat,ABC Institute,4th,AI,Whatsapp,0
LD8992,Bangalore,PQR University,1st,AI,LinkedIn,0
LD8993,Mumbai,LMN College,4th,AI,LinkedIn,0
LD8994,Surat,ABC Institute,3rd,Electric Vehicle,Mass-Mailing,0
LD8995,Delhi,LMN College,2nd,AI,Google Form,0
LD8996,Delhi,PQR University,2nd,AI,Google Form,0
LD8997,Mumbai,LMN College,1st,Data Science,College Collaboration,0
LD8998,Ahmedabad,PQR University,2nd,Data Science,Mass-Mailing,1
LD8999,Mumbai,LMN College,3rd,AI,Instagram,0
LD9000,Ahmedabad,LMN College,1st,Electric Vehicle,Whatsapp,1
LD9001,Mumbai,PQR University,1st,Data Science,Google Form,1
LD9002,Bangalore,XYZ University,4th,Robotics,Whatsapp,0
LD9003,Delhi,ABC Institute,4th,AI,Whatsapp,1
LD9004,Surat,PQR University,4th,Data Science,Instagram,0
LD9005,Bangalore,LMN College,3rd,Data Science,LinkedIn,0
LD9006,Ahmedabad,LMN College,3rd,AI,Google Form,0
LD9007,Mumbai,XYZ University,2nd,Electric Vehicle,College Collaboration,0
LD9008,Bangalore,PQR University,2nd,Electric Vehicle,Instagram,0
LD9009,Delhi,ABC Institute,3rd,Electric Vehicle,Whatsapp,0
LD9010,Ahmedabad,XYZ University,2nd,AI,Google Form,0
LD9011,Bangalore,ABC Institute,3rd,Robotics,Whatsapp,0
LD9012,Delhi,XYZ University,4th,AI,College Collaboration,0
LD9013,Mumbai,XYZ University,4th,Electric Vehicle,College Collaboration,0
LD9014,Delhi,PQR University,4th,AI,Google Form,0
LD9015,Delhi,ABC Institute,4th,Robotics,College Collaboration,0
LD9016,Surat,LMN College,1st,Robotics,Instagram,0
LD9017,Surat,LMN College,1st,Data Science,Instagram,0
LD9018,Delhi,LMN College,2nd,Electric Vehicle,Google Form,1
LD9019,Ahmedabad,LMN College,3rd,Data Science,Instagram,0
LD9020,Surat,XYZ University,1st,Data Science,College Collaboration,0
LD9021,Surat,LMN College,2nd,Electric Vehicle,LinkedIn,0
LD9022,Surat,PQR University,3rd,Data Science,College Collaboration,1
LD9023,Bangalore,PQR University,3rd,Electric Vehicle,Instagram,0
LD9024,Delhi,XYZ University,4th,Data Science,Whatsapp,0
LD9025,Ahmedabad,PQR University,1st,Data Science,LinkedIn,0
LD9026,Mumbai,XYZ University,3rd,AI,Mass-Mailing,0
LD9027,Delhi,LMN College,1st,AI,College Collaboration,0
LD9028,Mumbai,LMN College,3rd,Robotics,College Collaboration,0
LD9029,Mumbai,XYZ University,3rd,Data Science,Whatsapp,1
LD9030,Mumbai,LMN College,3rd,Robotics,Mass-Mailing,0
LD9031,Surat,ABC Institute,3rd,AI,Mass-Mailing,0
LD9032,Mumbai,PQR University,2nd,Electric Vehicle,Whatsapp,1
LD9033,Delhi,XYZ University,1st,AI,Instagram,0
LD9034,Delhi,LMN College,2nd,AI,Mass-Mailing,1
LD9035,Surat,XYZ University,3rd,AI,Google Form,0
LD9036,Ahmedabad,PQR University,4th,AI,College Collaboration,1
LD9037,Ahmedabad,XYZ University,2nd,Data Science,LinkedIn,0
LD9038,Delhi,ABC Institute,3rd,Electric Vehicle,Google Form,1
LD9039,Ahmedabad,PQR University,1st,AI,Google Form,1
LD9040,Delhi,LMN College,3rd,AI,Instagram,0
LD9041,Ahmedabad,PQR University,4th,Electric Vehicle,College Collaboration,0
LD9042,Ahmedabad,LMN College,4th,Robotics,Mass-Mailing,0
LD9043,Mumbai,PQR University,3rd,Data Science,Google Form,1
LD9044,Bangalore,PQR University,2nd,Robotics,Mass-Mailing,0
LD9045,Bangalore,XYZ University,3rd,Data Science,Whatsapp,0
LD9046,Bangalore,ABC Institute,2nd,Robotics,Whatsapp,0
LD9047,Ahmedabad,LMN College,2nd,Robotics,Instagram,0
LD9048,Delhi,ABC Institute,3rd,Data Science,Whatsapp,0
LD9049,Surat,PQR University,2nd,AI,LinkedIn,1
LD9050,Bangalore,XYZ University,1st,Data Science,Whatsapp,0
LD9051,Ahmedabad,XYZ University,3rd,Electric Vehicle,Whatsapp,1
LD9052,Mumbai,ABC Institute,1st,AI,Google Form,0
LD9053,Surat,XYZ University,3rd,AI,Instagram,0
LD9054,Delhi,PQR University,3rd,Robotics,College Collaboration,0
LD9055,Delhi,LMN College,4th,Electric Vehicle,LinkedIn,0
LD9056,Surat,PQR University,4th,AI,Whatsapp,1
LD9057,Surat,XYZ University,3rd,Robotics,LinkedIn,1
LD9058,Surat,PQR University,4th,Robotics,College Collaboration,0
LD9059,Ahmedabad,LMN College,3rd,Robotics,Mass-Mailing,0
LD9060,Delhi,PQR University,1st,Robotics,Instagram,0
LD9061,Mumbai,PQR University,1st,Data Science,LinkedIn,1
LD9062,Ahmedabad,LMN College,4th,AI,Google Form,1
LD9063,Mumbai,ABC Institute,1st,Electric Vehicle,LinkedIn,1
LD9064,Ahmedabad,LMN College,4th,Robotics,Mass-Mailing,0
LD9065,Bangalore,ABC Institute,1st,Data Science,Mass-Mailing,0
LD9066,Bangalore,XYZ University,4th,AI,Mass-Mailing,0
LD9067,Mumbai,PQR University,4th,Robotics,LinkedIn,0
LD9068,Ahmedabad,ABC Institute,1st,Robotics,Mass-Mailing,0
LD9069,Bangalore,ABC Institute,4th,Electric Vehicle,College Collaboration,0
LD9070,Delhi,PQR University,1st,Robotics,Google Form,0
LD9071,Mumbai,ABC Institute,4th,AI,Mass-Mailing,1
LD9072,Mumbai,ABC Institute,3rd,Electric Vehicle,LinkedIn,1
LD9073,Bangalore,ABC Institute,3rd,Data Science,Mass-Mailing,0
LD9074,Surat,ABC Institute,2nd,Data Science,LinkedIn,0
LD9075,Bangalore,XYZ University,4th,Electric Vehicle,LinkedIn,0
LD9076,Ahmedabad,XYZ University,2nd,Data Science,College Collaboration,1
LD9077,Surat,PQR University,2nd,AI,College Collaboration,1
LD9078,Surat,PQR University,1st,Data Science,College Collaboration,1
LD9079,Surat,PQR University,1st,AI,Mass-Mailing,1
LD9080,Delhi,PQR University,1st,Robotics,Whatsapp,0
LD9081,Surat,XYZ University,2nd,Electric Vehicle,College Collaboration,0
LD9082,Surat,PQR University,2nd,AI,Whatsapp,0
LD9083,Mumbai,PQR University,2nd,Robotics,Whatsapp,0
LD9084,Surat,LMN College,4th,Electric Vehicle,Mass-Mailing,1
LD9085,Surat,XYZ University,3rd,Robotics,College Collaboration,0
LD9086,Mumbai,PQR University,3rd,Electric Vehicle,Mass-Mailing,0
LD9087,Surat,ABC Institute,3rd,Electric Vehicle,LinkedIn,0
LD9088,Delhi,XYZ University,4th,AI,College Collaboration,1
LD9089,Delhi,LMN College,1st,Electric Vehicle,LinkedIn,0
LD9090,Surat,ABC Institute,4th,Electric Vehicle,Whatsapp,0
LD9091,Ahmedabad,PQR University,1st,AI,Instagram,0
LD9092,Surat,PQR University,2nd,Robotics,Google Form,0
LD9093,Mumbai,ABC Institute,1st,AI,LinkedIn,0
LD9094,Bangalore,XYZ University,1st,Electric Vehicle,Instagram,1
LD9095,Ahmedabad,LMN College,3rd,Robotics,Whatsapp,0
LD9096,Delhi,PQR University,4th,Data Science,Instagram,1
LD9097,Mumbai,XYZ University,1st,Data Science,LinkedIn,0
LD9098,Bangalore,LMN College,2nd,Data Science,Instagram,0
LD9099,Mumbai,PQR University,1st,AI,LinkedIn,1
LD9100,Ahmedabad,PQR University,4th,Electric Vehicle,College Collaboration,0
LD9101,Delhi,PQR University,3rd,Data Science,Google Form,0
LD9102,Ahmedabad,PQR University,2nd,Data Science,College Collaboration,1
LD9103,Mumbai,XYZ University,1st,AI,Mass-Mailing,0
LD9104,Bangalore,PQR University,1st,Robotics,Google Form,1
LD9105,Delhi,PQR University,1st,AI,Whatsapp,0
LD9106,Mumbai,ABC Institute,2nd,AI,Mass-Mailing,0
LD9107,Ahmedabad,XYZ University,3rd,Robotics,LinkedIn,0
LD9108,Mumbai,PQR University,3rd,Electric Vehicle,LinkedIn,1
LD9109,Surat,ABC Institute,1st,Robotics,Whatsapp,0
LD9110,Mumbai,PQR University,1st,Robotics,Instagram,1
LD9111,Mumbai,LMN College,1st,Data Science,Mass-Mailing,1
LD9112,Bangalore,XYZ University,1st,Data Science,Google Form,0
LD9113,Ahmedabad,LMN College,2nd,AI,LinkedIn,0
LD9114,Delhi,XYZ University,4th,Data Science,Whatsapp,0
LD9115,Mumbai,ABC Institute,3rd,Electric Vehicle,Whatsapp,0
LD9116,Ahmedabad,LMN College,4th,Robotics,Instagram,0
LD9117,Surat,XYZ University,2nd,AI,LinkedIn,0
LD9118,Ahmedabad,XYZ University,2nd,AI,College Collaboration,1
LD9119,Delhi,PQR University,1st,AI,Mass-Mailing,1
LD9120,Delhi,XYZ University,2nd,Robotics,LinkedIn,1
LD9121,Bangalore,PQR University,2nd,Robotics,College Collaboration,1
LD9122,Surat,XYZ University,4th,AI,College Collaboration,0
LD9123,Ahmedabad,LMN College,3rd,Data Science,LinkedIn,0
LD9124,Ahmedabad,XYZ University,1st,Data Science,Whatsapp,1
LD9125,Delhi,ABC Institute,2nd,AI,LinkedIn,0
LD9126,Bangalore,ABC Institute,1st,AI,Whatsapp,1
LD9127,Ahmedabad,ABC Institute,4th,Robotics,Google Form,0
LD9128,Delhi,XYZ University,2nd,AI,College Collaboration,0
LD9129,Surat,LMN College,1st,Electric Vehicle,Whatsapp,1
LD9130,Surat,ABC Institute,2nd,Electric Vehicle,College Collaboration,1
LD9131,Bangalore,PQR University,3rd,Data Science,College Collaboration,0
LD9132,Mumbai,ABC Institute,1st,Electric Vehicle,Whatsapp,1
LD9133,Bangalore,LMN College,3rd,AI,Whatsapp,0
LD9134,Surat,LMN College,3rd,Electric Vehicle,Mass-Mailing,0
LD9135,Mumbai,ABC Institute,4th,AI,Instagram,1
LD9136,Bangalore,PQR University,1st,Robotics,Google Form,0
LD9137,Bangalore,LMN College,4th,Robotics,Whatsapp,0
LD9138,Delhi,PQR University,2nd,Electric Vehicle,Mass-Mailing,0
LD9139,Ahmedabad,PQR University,3rd,AI,Google Form,0
LD9140,Surat,PQR University,3rd,AI,Mass-Mailing,0
LD9141,Delhi,XYZ University,3rd,Robotics,College Collaboration,0
LD9142,Bangalore,PQR University,1st,Data Science,LinkedIn,0
LD9143,Bangalore,XYZ University,1st,Data Science,Mass-Mailing,1
LD9144,Delhi,LMN College,2nd,Data Science,Whatsapp,0
LD9145,Ahmedabad,LMN College,2nd,Electric Vehicle,LinkedIn,1
LD9146,Delhi,LMN College,3rd,AI,Instagram,0
LD9147,Surat,ABC Institute,1st,Data Science,Mass-Mailing,0
LD9148,Ahmedabad,LMN College,1st,AI,Instagram,0
LD9149,Surat,PQR University,1st,AI,Mass-Mailing,0
LD9150,Mumbai,LMN College,3rd,Robotics,Instagram,0
LD9151,Mumbai,XYZ University,1st,AI,Instagram,0
LD9152,Mumbai,PQR University,1st,AI,College Collaboration,0
LD9153,Mumbai,ABC Institute,1st,AI,Instagram,0
LD9154,Mumbai,LMN College,1st,Electric Vehicle,Whatsapp,0
LD9155,Delhi,ABC Institute,1st,AI,College Collaboration,0
LD9156,Mumbai,PQR University,4th,Electric Vehicle,Google Form,0
LD9157,Delhi,XYZ University,4th,Data Science,Google Form,1
LD9158,Delhi,ABC Institute,2nd,Electric Vehicle,Whatsapp,0
LD9159,Ahmedabad,ABC Institute,2nd,Electric Vehicle,Whatsapp,0
LD9160,Bangalore,LMN College,2nd,Data Science,College Collaboration,0
LD9161,Ahmedabad,XYZ University,3rd,Electric Vehicle,Whatsapp,1
LD9162,Delhi,PQR University,1st,AI,Mass-Mailing,0
LD9163,Bangalore,PQR University,4th,Robotics,College Collaboration,1
LD9164,Surat,XYZ University,4th,Data Science,Mass-Mailing,0
LD9165,Delhi,LMN College,4th,Electric Vehicle,Whatsapp,1
LD9166,Bangalore,LMN College,3rd,Robotics,Whatsapp,1
LD9167,Surat,XYZ University,3rd,AI,LinkedIn,1
LD9168,Bangalore,LMN College,4th,Data Science,College Collaboration,0
LD9169,Delhi,LMN College,1st,Electric Vehicle,Instagram,0
LD9170,Mumbai,ABC Institute,4th,AI,LinkedIn,0
LD9171,Ahmedabad,PQR University,3rd,Electric Vehicle,Google Form,0
LD9172,Bangalore,XYZ University,1st,AI,Mass-Mailing,1
LD9173,Mumbai,LMN College,4th,Electric Vehicle,Mass-Mailing,0
LD9174,Delhi,XYZ University,4th,AI,College Collaboration,0
LD9175,Delhi,XYZ University,3rd,Robotics,Google Form,0
LD9176,Surat,LMN College,2nd,AI,College Collaboration,0
LD9177,Ahmedabad,PQR University,2nd,Data Science,LinkedIn,0
LD9178,Ahmedabad,PQR University,4th,AI,Instagram,1
LD9179,Ahmedabad,PQR University,1st,Electric Vehicle,College Collaboration,0
LD9180,Bangalore,PQR University,1st,AI,Google Form,0
LD9181,Mumbai,ABC Institute,4th,Robotics,Whatsapp,0
LD9182,Surat,ABC Institute,2nd,Robotics,LinkedIn,0
LD9183,Mumbai,ABC Institute,3rd,Robotics,LinkedIn,0
LD9184,Surat,XYZ University,4th,Electric Vehicle,Instagram,0
LD9185,Bangalore,PQR University,4th,AI,Mass-Mailing,1
LD9186,Mumbai,LMN College,2nd,Data Science,College Collaboration,1
LD9187,Bangalore,ABC Institute,2nd,Electric Vehicle,Instagram,1
LD9188,Delhi,ABC Institute,4th,AI,Google Form,0
LD9189,Surat,LMN College,3rd,Robotics,Whatsapp,1
LD9190,Delhi,PQR University,1st,Data Science,Mass-Mailing,1
LD9191,Delhi,PQR University,1st,AI,Whatsapp,1
LD9192,Mumbai,XYZ University,1st,Electric Vehicle,Instagram,0
LD9193,Delhi,LMN College,4th,Data Science,Instagram,1
LD9194,Bangalore,XYZ University,4th,AI,College Collaboration,1
LD9195,Delhi,PQR University,4th,AI,Instagram,1
LD9196,Surat,PQR University,4th,Robotics,LinkedIn,0
LD9197,Mumbai,PQR University,1st,AI,Mass-Mailing,1
LD9198,Mumbai,XYZ University,1st,Robotics,Mass-Mailing,1
LD9199,Mumbai,ABC Institute,1st,Data Science,Google Form,0
LD9200,Surat,LMN College,4th,Data Science,Instagram,0
LD9201,Mumbai,LMN College,4th,Robotics,LinkedIn,1
LD9202,Delhi,ABC Institute,4th,AI,Mass-Mailing,0
LD9203,Bangalore,PQR University,2nd,Electric Vehicle,Google Form,0
LD9204,Delhi,XYZ University,2nd,Robotics,Mass-Mailing,0
LD9205,Ahmedabad,PQR University,2nd,Robotics,Instagram,1
LD9206,Surat,PQR University,2nd,Data Science,Google Form,0
